region,date,clicked,ignored,opened,reported,sent,open_rate,click_rate,report_rate,false_positive_rate,phishrisk_index,campaign_size
APAC,2025-09-28,17,22,74,1,102,0.7254901960784313,0.22972972972972974,0.058823529411764705,0.55,0.23488076311605724,102
APAC,2025-09-29,19,26,77,3,100,0.77,0.24675324675324675,0.15789473684210525,0.5416666666666666,0.19966165413533837,100
APAC,2025-09-30,25,22,76,4,105,0.7238095238095238,0.32894736842105265,0.16,0.43137254901960786,0.24392105263157898,105
APAC,2025-10-01,25,26,74,5,98,0.7551020408163265,0.33783783783783783,0.2,0.4642857142857143,0.2308108108108108,98
APAC,2025-10-02,15,17,66,5,91,0.7252747252747253,0.22727272727272727,0.3333333333333333,0.4594594594594595,0.125,91
APAC,2025-10-03,22,24,76,5,91,0.8351648351648352,0.2894736842105263,0.22727272727272727,0.47058823529411764,0.19193779904306224,91
APAC,2025-10-04,21,30,76,5,107,0.7102803738317757,0.27631578947368424,0.23809523809523808,0.5357142857142857,0.1798308270676692,107
APAC,2025-10-05,17,26,62,3,95,0.6526315789473685,0.27419354838709675,0.17647058823529413,0.5652173913043478,0.20639468690702087,95
APAC,2025-10-06,58,17,91,4,103,0.883495145631068,0.6373626373626373,0.06896551724137931,0.21518987341772153,0.4545149677908299,103
APAC,2025-10-07,19,25,59,0,87,0.6781609195402298,0.3220338983050847,0.0,0.5681818181818182,0.31211864406779666,87
APAC,2025-10-08,14,30,61,2,85,0.7176470588235294,0.22950819672131148,0.14285714285714285,0.6521739130434783,0.19694379391100703,85
APAC,2025-10-09,24,28,74,2,105,0.7047619047619048,0.32432432432432434,0.08333333333333333,0.5185185185185185,0.2758783783783784,105
APAC,2025-10-10,26,23,77,8,106,0.7264150943396226,0.33766233766233766,0.3076923076923077,0.40350877192982454,0.18571428571428572,106
APAC,2025-10-11,21,27,75,4,98,0.7653061224489796,0.28,0.19047619047619047,0.5192307692307693,0.20328571428571432,98
APAC,2025-10-12,14,35,68,6,110,0.6181818181818182,0.20588235294117646,0.42857142857142855,0.6363636363636364,0.11323529411764706,110
APAC,2025-10-13,16,30,75,3,101,0.7425742574257426,0.21333333333333335,0.1875,0.6122448979591837,0.16795833333333335,101
APAC,2025-10-14,28,31,76,3,111,0.6846846846846847,0.3684210526315789,0.10714285714285714,0.5,0.2894172932330827,111
APAC,2025-10-15,30,32,79,7,110,0.7181818181818181,0.379746835443038,0.23333333333333334,0.463768115942029,0.23886075949367092,110
APAC,2025-10-16,20,21,73,5,97,0.7525773195876289,0.273972602739726,0.25,0.45652173913043476,0.1731849315068493,97
APAC,2025-10-17,25,32,74,8,99,0.7474747474747475,0.33783783783783783,0.32,0.49230769230769234,0.18581081081081083,99
APAC,2025-10-18,18,29,74,8,110,0.6727272727272727,0.24324324324324326,0.4444444444444444,0.5272727272727272,0.1337837837837838,110
APAC,2025-10-19,20,34,59,6,93,0.6344086021505376,0.3389830508474576,0.3,0.5666666666666667,0.1864406779661017,93
APAC,2025-10-20,15,25,80,4,109,0.7339449541284404,0.1875,0.26666666666666666,0.5681818181818182,0.11812500000000001,109
APAC,2025-10-21,17,24,69,1,89,0.7752808988764045,0.2463768115942029,0.058823529411764705,0.5714285714285714,0.24403665814151748,89
APAC,2025-10-22,23,25,72,2,98,0.7346938775510204,0.3194444444444444,0.08695652173913043,0.5,0.27156400966183575,98
APAC,2025-10-23,14,32,78,4,114,0.6842105263157895,0.1794871794871795,0.2857142857142857,0.64,0.10514652014652016,114
APAC,2025-10-24,23,31,73,5,104,0.7019230769230769,0.3150684931506849,0.21739130434782608,0.5254237288135594,0.21046158427635497,104
APAC,2025-10-25,24,26,74,7,101,0.7326732673267327,0.32432432432432434,0.2916666666666667,0.45614035087719296,0.1821283783783784,101
APAC,2025-10-26,22,25,65,5,90,0.7222222222222222,0.3384615384615385,0.22727272727272727,0.4807692307692308,0.21888111888111889,90
APAC,2025-10-27,17,29,59,4,86,0.686046511627907,0.288135593220339,0.23529411764705882,0.58,0.18759222333001,86
APAC,2025-10-28,22,23,55,4,81,0.6790123456790124,0.4,0.18181818181818182,0.46938775510204084,0.2731818181818182,81
APAC,2025-10-29,19,24,69,3,101,0.6831683168316832,0.2753623188405797,0.15789473684210525,0.5217391304347826,0.21539664378337148,101
APAC,2025-10-30,24,36,63,7,92,0.6847826086956522,0.38095238095238093,0.2916666666666667,0.5373134328358209,0.2132738095238095,92
APAC,2025-10-31,28,21,70,3,98,0.7142857142857143,0.4,0.10714285714285714,0.40384615384615385,0.30678571428571433,98
APAC,2025-11-01,22,26,79,4,102,0.7745098039215687,0.27848101265822783,0.18181818181818182,0.5,0.20634637514384352,102
APAC,2025-11-02,16,28,82,3,110,0.7454545454545455,0.1951219512195122,0.1875,0.5957446808510638,0.15794207317073172,110
APAC,2025-11-03,26,27,88,4,114,0.7719298245614035,0.29545454545454547,0.15384615384615385,0.47368421052631576,0.22826923076923078,114
APAC,2025-11-04,20,27,67,4,95,0.7052631578947368,0.29850746268656714,0.2,0.5294117647058824,0.20917910447761193,95
APAC,2025-11-05,30,32,77,2,111,0.6936936936936937,0.38961038961038963,0.06666666666666667,0.5,0.3192857142857143,111
APAC,2025-11-06,18,31,71,8,102,0.696078431372549,0.2535211267605634,0.4444444444444444,0.543859649122807,0.13943661971830987,102
APAC,2025-11-07,17,19,79,2,97,0.8144329896907216,0.21518987341772153,0.11764705882352941,0.5,0.20041325390915862,97
APAC,2025-11-08,25,26,75,3,111,0.6756756756756757,0.3333333333333333,0.12,0.48148148148148145,0.26433333333333336,111
APAC,2025-11-09,22,26,70,4,86,0.813953488372093,0.3142857142857143,0.18181818181818182,0.5,0.22603896103896104,86
APAC,2025-11-10,26,15,67,5,86,0.7790697674418605,0.3880597014925373,0.19230769230769232,0.32608695652173914,0.261894374282434,86
APAC,2025-11-11,24,23,67,5,92,0.7282608695652174,0.3582089552238806,0.20833333333333334,0.4423076923076923,0.23826492537313432,92
APAC,2025-11-12,4,10,18,0,21,0.8571428571428571,0.2222222222222222,0.0,0.7142857142857143,0.25722222222222224,21
EMEA,2025-09-28,12,41,85,10,151,0.5629139072847682,0.1411764705882353,0.8333333333333334,0.6507936507936508,0.07764705882352942,151
EMEA,2025-09-29,28,48,141,3,172,0.8197674418604651,0.19858156028368795,0.10714285714285714,0.6075949367088608,0.19600557244174266,172
EMEA,2025-09-30,13,38,129,7,177,0.7288135593220338,0.10077519379844961,0.5384615384615384,0.6551724137931034,0.05542635658914729,177
EMEA,2025-10-01,24,44,145,14,185,0.7837837837837838,0.16551724137931034,0.5833333333333334,0.5365853658536586,0.0910344827586207,185
EMEA,2025-10-02,21,31,133,10,171,0.7777777777777778,0.15789473684210525,0.47619047619047616,0.5,0.0868421052631579,171
EMEA,2025-10-03,36,47,139,13,187,0.7433155080213903,0.2589928057553957,0.3611111111111111,0.4895833333333333,0.14244604316546763,187
EMEA,2025-10-04,28,46,125,12,178,0.702247191011236,0.224,0.42857142857142855,0.5348837209302325,0.12320000000000002,178
EMEA,2025-10-05,16,45,137,7,173,0.791907514450867,0.11678832116788321,0.4375,0.6617647058823529,0.06423357664233577,173
EMEA,2025-10-06,21,42,127,11,168,0.7559523809523809,0.16535433070866143,0.5238095238095238,0.5675675675675675,0.0909448818897638,168
EMEA,2025-10-07,24,41,120,10,167,0.718562874251497,0.2,0.4166666666666667,0.5466666666666666,0.11000000000000001,167
EMEA,2025-10-08,20,35,142,6,176,0.8068181818181818,0.14084507042253522,0.3,0.5737704918032787,0.07746478873239437,176
EMEA,2025-10-09,27,38,118,14,159,0.7421383647798742,0.2288135593220339,0.5185185185185185,0.4810126582278481,0.12584745762711866,159
EMEA,2025-10-10,17,38,114,4,145,0.7862068965517242,0.14912280701754385,0.23529411764705882,0.6440677966101694,0.11113519091847265,145
EMEA,2025-10-11,27,47,125,12,174,0.7183908045977011,0.216,0.4444444444444444,0.5465116279069767,0.1188,174
EMEA,2025-10-12,26,49,128,12,194,0.6597938144329897,0.203125,0.46153846153846156,0.5632183908045977,0.11171875,194
EMEA,2025-10-13,25,49,117,8,160,0.73125,0.21367521367521367,0.32,0.5975609756097561,0.11752136752136752,160
EMEA,2025-10-14,22,47,129,8,175,0.7371428571428571,0.17054263565891473,0.36363636363636365,0.6103896103896104,0.0937984496124031,175
EMEA,2025-10-15,19,39,126,5,165,0.7636363636363637,0.15079365079365079,0.2631578947368421,0.6190476190476191,0.09951545530492899,165
EMEA,2025-10-16,29,45,141,10,189,0.746031746031746,0.20567375886524822,0.3448275862068966,0.5357142857142857,0.11312056737588654,189
EMEA,2025-10-17,21,36,119,7,151,0.7880794701986755,0.17647058823529413,0.3333333333333333,0.5625,0.09705882352941178,151
EMEA,2025-10-18,25,51,114,6,168,0.6785714285714286,0.21929824561403508,0.24,0.6219512195121951,0.1476140350877193,168
EMEA,2025-10-19,33,37,126,11,166,0.7590361445783133,0.2619047619047619,0.3333333333333333,0.4567901234567901,0.14404761904761906,166
EMEA,2025-10-20,16,44,119,9,160,0.74375,0.13445378151260504,0.5625,0.6376811594202898,0.07394957983193277,160
EMEA,2025-10-21,21,48,124,13,186,0.6666666666666666,0.1693548387096774,0.6190476190476191,0.5853658536585366,0.09314516129032258,186
EMEA,2025-10-22,21,45,140,11,175,0.8,0.15,0.5238095238095238,0.5844155844155844,0.0825,175
EMEA,2025-10-23,22,47,127,8,176,0.7215909090909091,0.1732283464566929,0.36363636363636365,0.6103896103896104,0.09527559055118111,176
EMEA,2025-10-24,21,47,129,6,178,0.7247191011235955,0.16279069767441862,0.2857142857142857,0.6351351351351351,0.09596345514950168,178
EMEA,2025-10-25,18,64,146,12,210,0.6952380952380952,0.1232876712328767,0.6666666666666666,0.6808510638297872,0.06780821917808219,210
EMEA,2025-10-26,26,40,135,14,187,0.7219251336898396,0.1925925925925926,0.5384615384615384,0.5,0.10592592592592594,187
EMEA,2025-10-27,23,53,145,8,194,0.7474226804123711,0.15862068965517243,0.34782608695652173,0.6309523809523809,0.08724137931034484,194
EMEA,2025-10-28,23,33,136,15,169,0.8047337278106509,0.16911764705882354,0.6521739130434783,0.4647887323943662,0.09301470588235296,169
EMEA,2025-10-29,25,54,143,10,207,0.6908212560386473,0.17482517482517482,0.4,0.6067415730337079,0.09615384615384616,207
EMEA,2025-10-30,29,48,134,9,173,0.7745664739884393,0.21641791044776118,0.3103448275862069,0.5581395348837209,0.11902985074626866,173
EMEA,2025-10-31,13,45,133,8,179,0.7430167597765364,0.09774436090225563,0.6153846153846154,0.6818181818181818,0.053759398496240604,179
EMEA,2025-11-01,19,48,107,8,164,0.6524390243902439,0.17757009345794392,0.42105263157894735,0.64,0.09766355140186916,164
EMEA,2025-11-02,21,51,115,8,164,0.7012195121951219,0.1826086956521739,0.38095238095238093,0.6375,0.10043478260869566,164
EMEA,2025-11-03,21,45,127,6,171,0.7426900584795322,0.16535433070866143,0.2857142857142857,0.625,0.09737345331833523,171
EMEA,2025-11-04,22,40,128,5,170,0.7529411764705882,0.171875,0.22727272727272727,0.5970149253731343,0.12725852272727273,170
EMEA,2025-11-05,24,40,134,13,176,0.7613636363636364,0.1791044776119403,0.5416666666666666,0.5194805194805194,0.09850746268656717,176
EMEA,2025-11-06,18,40,131,11,178,0.7359550561797753,0.13740458015267176,0.6111111111111112,0.5797101449275363,0.07557251908396947,178
EMEA,2025-11-07,17,46,131,12,182,0.7197802197802198,0.1297709923664122,0.7058823529411765,0.6133333333333333,0.07137404580152672,182
EMEA,2025-11-08,29,48,124,14,170,0.7294117647058823,0.23387096774193547,0.4827586206896552,0.5274725274725275,0.12862903225806452,170
EMEA,2025-11-09,22,53,120,4,176,0.6818181818181818,0.18333333333333332,0.18181818181818182,0.6708860759493671,0.1540151515151515,176
EMEA,2025-11-10,21,47,152,10,203,0.7487684729064039,0.13815789473684212,0.47619047619047616,0.6025641025641025,0.07598684210526317,203
EMEA,2025-11-11,22,51,129,10,175,0.7371428571428571,0.17054263565891473,0.45454545454545453,0.6144578313253012,0.0937984496124031,175
EMEA,2025-11-12,9,14,35,2,41,0.8536585365853658,0.2571428571428571,0.2222222222222222,0.56,0.17642857142857143,41
LATAM,2025-09-28,6,25,36,3,66,0.5454545454545454,0.16666666666666666,0.5,0.7352941176470589,0.09166666666666667,66
LATAM,2025-09-29,11,33,52,3,86,0.6046511627906976,0.21153846153846154,0.2727272727272727,0.7021276595744681,0.12861888111888112,86
LATAM,2025-09-30,16,46,61,7,118,0.5169491525423728,0.26229508196721313,0.4375,0.6666666666666666,0.14426229508196722,118
LATAM,2025-10-01,11,38,58,4,93,0.6236559139784946,0.1896551724137931,0.36363636363636365,0.7169811320754716,0.10431034482758621,93
